Employment,EdLevel,YearsCode,YearsCodePro,OrgSize,Country,Gender,WorkExp,RemoteWork,Compensation_usd
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,15,"1,000 to 4,999 employees",United States of America,Man,16,Fully remote,3400
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30,20,100 to 499 employees,Germany,Man,20,"Hybrid (some remote, some in-person)",86920
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,5,"10,000 or more employees",United States of America,Man,NA,Fully remote,NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,16,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,16,Fully remote,108900
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26,15,20 to 99 employees,United States of America,"Non-binary, genderqueer, or gender non-conforming",14,Fully remote,182000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,6,100 to 499 employees,United States of America,Man,6,Fully remote,170000
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",20,5,100 to 499 employees,United States of America,Man,NA,"Hybrid (some remote, some in-person)",92000
"Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40,38,"10,000 or more employees",United States of America,Man,NA,"Hybrid (some remote, some in-person)",114000
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",22,9,"1,000 to 4,999 employees",Germany,Man,NA,"Hybrid (some remote, some in-person)",5570.3
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",39,22,"10,000 or more employees",United States of America,Man,22,Fully remote,NA
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,1,"Just me - I am a freelancer, sole proprietor, etc.",United Kingdom of Great Britain and Northern Ireland,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,10,"10,000 or more employees",United States of America,Man,10,Fully remote,NA
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",12,10,2 to 9 employees,United States of America,Man,4,Fully remote,111000
"Employed, full-time",Some college/university study without earning a degree,10,4,10 to 19 employees,United States of America,Man,5,Fully remote,153500
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,3,2 to 9 employees,Germany,Man,3,"Hybrid (some remote, some in-person)",42400
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,8,100 to 499 employees,United States of America,Man,NA,Fully remote,175000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,9,100 to 499 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",51940
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,2,100 to 499 employees,United States of America,Man,NA,"Hybrid (some remote, some in-person)",140000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,14,20 to 99 employees,United States of America,Man,14,Fully remote,155000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,8,"1,000 to 4,999 employees",Germany,Man,8,"Hybrid (some remote, some in-person)",95400
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,15,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,15,"Hybrid (some remote, some in-person)",72600
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,20,"1,000 to 4,999 employees",United States of America,Man,20,Fully remote,160000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,12,"1,000 to 4,999 employees",United States of America,Man,20,"Hybrid (some remote, some in-person)",130000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,6,20 to 99 employees,United States of America,"Non-binary, genderqueer, or gender non-conforming",NA,"Hybrid (some remote, some in-person)",110000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27,24,100 to 499 employees,United States of America,Man,23,"Hybrid (some remote, some in-person)",142000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26,11,"5,000 to 9,999 employees",United Kingdom of Great Britain and Northern Ireland,Man,NA,"Hybrid (some remote, some in-person)",62920
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,6,"10,000 or more employees",United States of America,Man,6,"Hybrid (some remote, some in-person)",150000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,18,20 to 99 employees,United States of America,Man,NA,"Hybrid (some remote, some in-person)",180000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",36,31,20 to 99 employees,United States of America,Man,30,Fully remote,205000
"Employed, full-time","Associate degree (A.A., A.S., etc.)",23,7,2 to 9 employees,United States of America,Man,7,Fully remote,140000
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,15,100 to 499 employees,United States of America,Man,15,Fully remote,185000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30,22,"10,000 or more employees",United States of America,Man,NA,Fully remote,98000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50,41,2 to 9 employees,United States of America,Man,42,Fully remote,NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27,22,100 to 499 employees,United States of America,Man,NA,Fully remote,NA
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35,30,100 to 499 employees,Germany,Man,30,Fully remote,NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,3,20 to 99 employees,United States of America,Man,NA,"Hybrid (some remote, some in-person)",95000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,22,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,22,Fully remote,69575
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,NA,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Woman,0,Fully remote,39930
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,5,"5,000 to 9,999 employees",United States of America,NA,NA,"Hybrid (some remote, some in-person)",220000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",NA,12,I don’t know,United States of America,Man,22,Fully remote,44000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30,25,20 to 99 employees,United States of America,Man,25,"Hybrid (some remote, some in-person)",120000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,4,20 to 99 employees,United States of America,Man,4,"Hybrid (some remote, some in-person)",130000
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,21,"Just me - I am a freelancer, sole proprietor, etc.",United States of America,Man,NA,Fully remote,250000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",36,32,"5,000 to 9,999 employees",United States of America,Man,32,Fully remote,205000
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30,20,"Just me - I am a freelancer, sole proprietor, etc.",United States of America,Man,NA,"Hybrid (some remote, some in-person)",5000
"Employed, full-time","Professional degree (JD, MD, etc.)",22,7,100 to 499 employees,United States of America,Man,7,Fully remote,160000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,2,500 to 999 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",58300
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,11,"1,000 to 4,999 employees",United States of America,Man,NA,Fully remote,185000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,4,"1,000 to 4,999 employees",United States of America,Man,4,Fully remote,110000
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",22,14,500 to 999 employees,United Kingdom of Great Britain and Northern Ireland,Man,12,"Hybrid (some remote, some in-person)",59290
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,7,"10,000 or more employees",United States of America,Man,13,"Hybrid (some remote, some in-person)",82000
"Employed, full-time","Associate degree (A.A., A.S., etc.)",22,22,100 to 499 employees,United States of America,Man,NA,Fully remote,190000
"Independent contractor, freelancer, or self-employed","Associate degree (A.A., A.S., etc.)",5,4,2 to 9 employees,United States of America,Man,NA,Fully remote,NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,2,"10,000 or more employees",Germany,Man,2,Fully remote,74200
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,5,"5,000 to 9,999 employees",United States of America,Man,NA,"Hybrid (some remote, some in-person)",159000
"Employed, full-time","Associate degree (A.A., A.S., etc.)",2,NA,500 to 999 employees,United States of America,Man,1,Fully remote,82000
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30,17,10 to 19 employees,United States of America,Man,17,Fully remote,160000
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,6,20 to 99 employees,United States of America,Man,16,Fully remote,170000
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",5,NA,I don’t know,United States of America,NA,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26,23,"10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,Man,23,Fully remote,145200
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,5,20 to 99 employees,United States of America,Man,6,Fully remote,72000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,5,20 to 99 employees,United States of America,Man,10,Fully remote,115000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",43,29,"1,000 to 4,999 employees",United States of America,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Associate degree (A.A., A.S., etc.)",14,9,20 to 99 employees,Germany,Man,NA,Fully remote,6360
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,11,500 to 999 employees,United States of America,Man,20,Fully remote,200000
"Employed, full-time",Something else,28,25,20 to 99 employees,United States of America,Man,25,Fully remote,107000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,7,100 to 499 employees,United States of America,Man,NA,Fully remote,150000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,11,"5,000 to 9,999 employees",Germany,Man,11,Fully remote,87980
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",25,18,20 to 99 employees,United States of America,Man,18,"Hybrid (some remote, some in-person)",215000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,17,"1,000 to 4,999 employees",United States of America,Man,17,"Hybrid (some remote, some in-person)",110000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30,20,20 to 99 employees,United States of America,Man,NA,Fully remote,1000000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,15,"10,000 or more employees",United States of America,Man,15,Fully remote,110000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,7,"10,000 or more employees",United States of America,Man,7,Fully remote,125000
"Employed, full-time",Some college/university study without earning a degree,35,25,I don’t know,United States of America,Prefer not to say,NA,"Hybrid (some remote, some in-person)",NA
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30,13,2 to 9 employees,United States of America,Man,25,Fully remote,19000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,17,"10,000 or more employees",United States of America,Man,NA,Fully remote,210000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,8,"1,000 to 4,999 employees",United States of America,Man,22,Fully remote,167000
"Employed, full-time",Some college/university study without earning a degree,40,16,"1,000 to 4,999 employees",United States of America,Man,16,"Hybrid (some remote, some in-person)",50000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,5,20 to 99 employees,United States of America,Man,NA,Fully remote,NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,18,100 to 499 employees,United States of America,Man,28,Fully remote,180000
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",10,6,"5,000 to 9,999 employees",United States of America,Man,NA,"Hybrid (some remote, some in-person)",97000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,1,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,1,Fully remote,48400
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",42,40,I don’t know,United States of America,Man,42,Fully remote,150000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,5,100 to 499 employees,United States of America,Man,5,Fully remote,73000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,NA,"1,000 to 4,999 employees",United States of America,Woman,NA,"Hybrid (some remote, some in-person)",65000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,12,20 to 99 employees,United States of America,Man,12,"Hybrid (some remote, some in-person)",115000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,5,100 to 499 employees,United States of America,Man,5,Fully remote,160000
"Employed, full-time",Something else,22,11,100 to 499 employees,Germany,Man,11,"Hybrid (some remote, some in-person)",3710
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,10,"1,000 to 4,999 employees",Germany,Man,10,Fully remote,159000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,7,20 to 99 employees,United States of America,Man,6,"Hybrid (some remote, some in-person)",80000
